,Booking_ID,no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,arrival_date,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,booking_status
4923,INN04924,2,0,0,1,Not Selected,0,Room_Type 1,41,2018,9,2,Online,0,0,0,99.0,0,Not_Canceled
35835,INN35836,2,0,1,1,Meal Plan 1,0,Room_Type 1,33,2018,1,25,Corporate,0,0,0,62.0,0,Canceled
2539,INN02540,2,0,0,1,Meal Plan 1,0,Room_Type 1,1,2018,7,20,Online,0,0,0,111.0,2,Not_Canceled
23489,INN23490,1,0,1,2,Meal Plan 1,0,Room_Type 1,10,2018,10,14,Offline,0,0,0,119.0,0,Not_Canceled
26609,INN26610,2,0,0,2,Meal Plan 2,0,Room_Type 1,346,2018,9,13,Offline,0,0,0,115.0,1,Canceled
28969,INN28970,1,0,0,1,Not Selected,0,Room_Type 1,1,2018,12,27,Online,0,0,0,65.6,0,Not_Canceled
11437,INN11438,3,0,0,1,Meal Plan 1,0,Room_Type 4,40,2018,10,21,Online,0,0,0,196.0,1,Not_Canceled
26105,INN26106,2,0,1,2,Meal Plan 1,0,Room_Type 1,198,2018,9,9,Offline,0,0,0,90.0,0,Canceled
12120,INN12121,1,0,0,2,Meal Plan 2,0,Room_Type 1,102,2017,10,16,Offline,0,0,0,80.0,0,Canceled
25179,INN25180,2,2,1,1,Not Selected,0,Room_Type 6,7,2017,8,17,Online,0,0,0,153.0,0,Not_Canceled
20904,INN20905,3,0,1,1,Meal Plan 1,0,Room_Type 1,141,2018,7,16,Online,0,0,0,137.7,1,Not_Canceled
31083,INN31084,2,0,1,2,Meal Plan 1,0,Room_Type 4,47,2018,4,1,Online,0,0,0,106.2,0,Not_Canceled
8076,INN08077,2,0,0,2,Meal Plan 2,0,Room_Type 1,377,2018,10,14,Offline,0,0,0,115.0,1,Canceled
25961,INN25962,2,0,2,1,Meal Plan 2,0,Room_Type 1,131,2017,8,15,Offline,0,0,0,94.5,0,Canceled
27405,INN27406,1,0,0,1,Meal Plan 1,0,Room_Type 1,12,2018,4,19,Online,0,0,0,95.0,0,Not_Canceled
32064,INN32065,2,0,1,2,Meal Plan 1,0,Room_Type 1,3,2017,11,6,Offline,0,0,0,80.0,0,Not_Canceled
16541,INN16542,2,0,2,4,Meal Plan 1,0,Room_Type 1,130,2018,8,11,Online,0,0,0,114.3,1,Not_Canceled
13081,INN13082,2,0,0,2,Meal Plan 1,0,Room_Type 1,263,2018,10,21,Offline,0,0,0,110.0,0,Canceled
34205,INN34206,1,0,0,2,Meal Plan 1,0,Room_Type 1,1,2018,1,14,Offline,0,0,0,69.5,0,Not_Canceled
10715,INN10716,1,0,1,1,Meal Plan 1,0,Room_Type 1,6,2018,5,23,Online,0,0,0,97.02,2,Not_Canceled
16266,INN16267,2,0,2,1,Not Selected,0,Room_Type 1,197,2018,10,30,Online,0,0,0,82.5,0,Canceled
18846,INN18847,1,0,0,2,Meal Plan 1,0,Room_Type 4,17,2018,3,9,Corporate,0,0,0,75.0,0,Not_Canceled
25084,INN25085,2,0,1,3,Meal Plan 1,0,Room_Type 1,125,2018,8,22,Online,0,0,0,103.05,0,Not_Canceled
22377,INN22378,2,0,1,4,Meal Plan 1,0,Room_Type 1,336,2018,9,21,Offline,0,0,0,78.0,0,Not_Canceled
4610,INN04611,2,0,0,1,Meal Plan 1,0,Room_Type 1,5,2017,10,21,Online,0,0,0,0.0,0,Not_Canceled
14618,INN14619,2,1,0,2,Meal Plan 1,0,Room_Type 1,55,2018,11,11,Online,0,0,0,113.4,1,Canceled
20148,INN20149,2,0,0,4,Not Selected,0,Room_Type 1,18,2018,2,24,Online,0,0,0,79.0,1,Canceled
9669,INN09670,1,0,0,3,Meal Plan 1,0,Room_Type 1,159,2018,5,26,Online,0,0,0,119.85,1,Canceled
27562,INN27563,2,0,2,2,Meal Plan 1,0,Room_Type 1,21,2017,9,5,Online,0,0,0,105.0,3,Not_Canceled
28469,INN28470,1,0,0,1,Meal Plan 1,0,Room_Type 1,14,2018,5,27,Offline,0,0,0,62.5,0,Not_Canceled
11606,INN11607,2,0,0,3,Meal Plan 1,0,Room_Type 1,279,2018,10,12,Offline,0,0,0,110.0,0,Canceled
36091,INN36092,2,1,0,3,Meal Plan 1,0,Room_Type 1,56,2018,11,2,Online,0,0,0,126.0,2,Not_Canceled
11375,INN11376,2,0,0,1,Meal Plan 1,0,Room_Type 1,4,2017,9,22,Online,0,0,0,145.0,2,Not_Canceled
15004,INN15005,2,0,0,1,Meal Plan 1,1,Room_Type 1,24,2017,10,24,Online,0,0,0,145.0,2,Not_Canceled
26064,INN26065,2,0,0,2,Not Selected,0,Room_Type 1,18,2018,2,19,Online,0,0,0,81.0,1,Not_Canceled
16819,INN16820,2,0,2,2,Meal Plan 1,0,Room_Type 1,53,2018,2,20,Online,0,0,0,75.95,1,Not_Canceled
27472,INN27473,2,0,0,2,Meal Plan 2,0,Room_Type 1,320,2018,8,18,Offline,0,0,0,115.0,1,Canceled
23582,INN23583,2,0,0,3,Meal Plan 2,0,Room_Type 1,34,2017,9,23,Offline,0,0,0,224.67,0,Canceled
21082,INN21083,2,0,1,2,Meal Plan 1,0,Room_Type 1,6,2017,10,30,Online,0,0,0,87.27,1,Not_Canceled
13588,INN13589,2,0,2,1,Meal Plan 2,0,Room_Type 1,117,2017,8,1,Offline,0,0,0,94.5,0,Not_Canceled
15145,INN15146,1,0,0,2,Meal Plan 1,0,Room_Type 1,192,2018,6,24,Offline,0,0,0,95.0,0,Not_Canceled
5926,INN05927,1,0,0,3,Meal Plan 1,0,Room_Type 1,73,2017,11,24,Offline,0,0,0,67.83,0,Not_Canceled
20238,INN20239,2,0,2,2,Meal Plan 1,0,Room_Type 1,11,2018,1,23,Offline,0,0,0,66.0,0,Not_Canceled
20074,INN20075,2,0,0,1,Meal Plan 1,0,Room_Type 1,181,2018,8,20,Online,0,0,0,105.3,1,Canceled
21324,INN21325,1,0,0,2,Meal Plan 2,0,Room_Type 1,6,2017,12,10,Online,0,0,0,0.0,0,Not_Canceled
10577,INN10578,2,0,0,2,Meal Plan 1,0,Room_Type 4,28,2018,5,20,Online,0,0,0,156.0,0,Canceled
29939,INN29940,2,0,2,4,Meal Plan 1,0,Room_Type 4,180,2018,8,10,Online,0,0,0,112.2,1,Canceled
26447,INN26448,2,0,2,2,Meal Plan 1,0,Room_Type 1,107,2018,10,23,Offline,0,0,0,79.22,0,Not_Canceled
31238,INN31239,2,0,1,1,Meal Plan 1,0,Room_Type 1,159,2018,4,9,Offline,0,0,0,70.0,1,Not_Canceled
23205,INN23206,2,1,0,4,Meal Plan 1,0,Room_Type 1,161,2018,7,27,Online,0,0,0,114.75,2,Canceled
16008,INN16009,2,0,0,2,Meal Plan 1,0,Room_Type 1,64,2018,5,17,Corporate,0,0,0,140.0,0,Canceled
32965,INN32966,1,0,0,3,Meal Plan 1,0,Room_Type 1,12,2017,8,5,Corporate,0,0,0,60.0,0,Not_Canceled
7842,INN07843,2,0,0,2,Meal Plan 1,0,Room_Type 1,3,2017,8,21,Online,0,0,0,106.0,2,Not_Canceled
10186,INN10187,1,0,0,3,Meal Plan 1,0,Room_Type 4,11,2018,6,14,Corporate,0,0,0,90.0,0,Not_Canceled
2937,INN02938,2,0,1,3,Meal Plan 1,0,Room_Type 1,250,2018,9,26,Online,0,0,0,95.0,0,Canceled
10395,INN10396,2,2,2,9,Meal Plan 1,0,Room_Type 2,252,2018,12,28,Online,0,0,0,148.58,2,Canceled
29774,INN29775,2,0,2,5,Not Selected,0,Room_Type 1,15,2018,12,8,Online,0,0,0,76.5,0,Not_Canceled
1382,INN01383,2,0,0,3,Meal Plan 1,0,Room_Type 1,308,2018,11,23,Online,0,0,0,78.3,2,Canceled
28292,INN28293,2,0,2,1,Meal Plan 1,0,Room_Type 1,79,2018,1,30,Online,0,0,0,64.64,0,Not_Canceled
31812,INN31813,1,0,0,3,Meal Plan 1,0,Room_Type 4,47,2018,9,13,Offline,0,0,0,120.0,0,Not_Canceled
31912,INN31913,2,0,0,3,Meal Plan 1,0,Room_Type 1,36,2018,10,25,Offline,0,0,0,85.0,0,Not_Canceled
30250,INN30251,2,0,2,2,Meal Plan 1,0,Room_Type 1,96,2018,4,17,Online,0,0,0,84.58,1,Not_Canceled
5863,INN05864,2,0,2,2,Meal Plan 1,0,Room_Type 1,204,2017,10,9,Offline,0,0,0,72.75,0,Not_Canceled
8751,INN08752,1,0,0,1,Meal Plan 1,0,Room_Type 1,53,2018,10,14,Offline,0,0,0,120.0,0,Not_Canceled
30408,INN30409,2,0,1,3,Meal Plan 1,0,Room_Type 4,38,2018,10,3,Online,0,0,0,95.48,1,Not_Canceled
22835,INN22836,2,0,1,1,Meal Plan 2,0,Room_Type 1,247,2018,6,6,Offline,0,0,0,115.0,1,Canceled
12569,INN12570,2,0,3,6,Meal Plan 1,0,Room_Type 1,140,2017,8,10,Online,0,0,0,76.5,2,Not_Canceled
35511,INN35512,1,0,0,1,Meal Plan 1,0,Room_Type 1,12,2017,10,7,Corporate,0,0,0,65.0,0,Not_Canceled
21585,INN21586,1,0,0,2,Meal Plan 1,0,Room_Type 1,1,2017,11,5,Complementary,0,0,0,0.0,0,Not_Canceled
1725,INN01726,2,0,0,1,Meal Plan 1,0,Room_Type 1,0,2017,9,11,Online,0,0,0,124.0,1,Not_Canceled
25598,INN25599,2,0,1,2,Meal Plan 1,0,Room_Type 1,121,2018,6,24,Offline,0,0,0,90.0,0,Canceled
11586,INN11587,2,0,1,3,Not Selected,0,Room_Type 1,39,2018,11,17,Online,0,0,0,74.8,2,Not_Canceled
27638,INN27639,2,0,1,4,Meal Plan 1,0,Room_Type 1,130,2018,7,6,Online,0,0,0,107.95,0,Not_Canceled
17612,INN17613,2,0,0,3,Meal Plan 2,0,Room_Type 1,150,2018,6,16,Offline,0,0,0,90.0,1,Not_Canceled
2669,INN02670,2,0,1,2,Meal Plan 1,0,Room_Type 4,14,2017,10,30,Offline,0,0,0,98.67,1,Not_Canceled
12110,INN12111,2,0,1,3,Meal Plan 1,0,Room_Type 1,82,2017,11,2,Online,0,0,0,72.25,1,Canceled
17038,INN17039,1,0,0,1,Meal Plan 1,0,Room_Type 1,0,2017,8,11,Online,0,0,0,99.0,0,Not_Canceled
27592,INN27593,1,0,2,3,Not Selected,0,Room_Type 1,59,2018,3,20,Online,0,0,0,79.05,1,Not_Canceled
26153,INN26154,2,0,2,3,Meal Plan 1,0,Room_Type 1,209,2018,8,21,Online,0,0,0,90.95,2,Not_Canceled
36234,INN36235,2,0,2,4,Meal Plan 1,0,Room_Type 4,36,2018,3,23,Online,0,0,0,125.1,1,Canceled
31725,INN31726,2,0,1,3,Meal Plan 1,0,Room_Type 1,212,2018,5,30,Online,0,0,0,84.31,0,Canceled
11050,INN11051,2,0,2,4,Meal Plan 1,0,Room_Type 4,91,2018,10,20,Online,0,0,0,127.65,1,Canceled
27804,INN27805,2,0,1,0,Meal Plan 1,0,Room_Type 1,258,2018,10,16,Offline,0,0,0,110.0,0,Canceled
30843,INN30844,2,0,2,4,Not Selected,0,Room_Type 1,125,2018,7,2,Online,0,0,0,90.67,2,Not_Canceled
16869,INN16870,2,0,0,2,Meal Plan 2,0,Room_Type 1,39,2017,8,14,Offline,0,0,0,109.0,0,Not_Canceled
27918,INN27919,2,1,0,3,Meal Plan 2,0,Room_Type 1,127,2018,6,2,Online,0,0,0,185.85,1,Not_Canceled
16694,INN16695,1,0,1,0,Meal Plan 1,0,Room_Type 1,1,2018,1,4,Online,0,0,0,64.14,0,Not_Canceled
13159,INN13160,2,0,2,3,Meal Plan 1,0,Room_Type 1,108,2018,7,30,Offline,0,0,0,81.25,0,Not_Canceled
14232,INN14233,2,0,0,2,Meal Plan 2,0,Room_Type 1,30,2017,9,30,Offline,0,0,0,121.0,0,Not_Canceled
33550,INN33551,2,0,0,4,Meal Plan 1,0,Room_Type 6,22,2018,4,26,Online,0,0,0,156.7,2,Not_Canceled
9412,INN09413,2,0,2,2,Meal Plan 1,0,Room_Type 1,105,2018,6,26,Online,0,0,0,99.45,1,Not_Canceled
16290,INN16291,2,0,2,1,Meal Plan 1,0,Room_Type 1,221,2017,10,10,Offline,0,0,0,65.0,0,Not_Canceled
28347,INN28348,1,0,2,1,Not Selected,0,Room_Type 1,116,2018,12,17,Online,0,0,0,79.2,2,Not_Canceled
23769,INN23770,2,0,2,3,Meal Plan 1,0,Room_Type 1,36,2018,4,23,Online,0,0,0,105.48,1,Not_Canceled
27345,INN27346,1,0,1,0,Meal Plan 1,0,Room_Type 1,13,2018,3,20,Online,0,0,0,6.0,0,Not_Canceled
15029,INN15030,1,0,0,2,Meal Plan 1,0,Room_Type 1,36,2018,1,19,Offline,0,0,0,71.0,0,Not_Canceled
8515,INN08516,2,1,0,2,Meal Plan 1,0,Room_Type 1,138,2018,7,14,Online,0,0,0,121.5,1,Not_Canceled
7160,INN07161,2,0,6,14,Meal Plan 1,0,Room_Type 1,6,2018,1,10,Online,0,0,0,87.7,1,Not_Canceled
10207,INN10208,2,0,0,2,Meal Plan 1,0,Room_Type 1,94,2017,12,3,Online,0,0,0,72.25,1,Not_Canceled
8889,INN08890,2,0,0,4,Meal Plan 1,0,Room_Type 1,323,2018,5,17,Offline,0,0,0,70.0,0,Canceled
12246,INN12247,2,0,1,5,Meal Plan 1,1,Room_Type 4,133,2018,5,24,Online,0,0,0,127.15,1,Not_Canceled
3834,INN03835,1,0,1,3,Meal Plan 2,0,Room_Type 1,4,2018,3,7,Offline,0,0,0,88.0,0,Not_Canceled
30159,INN30160,1,0,1,1,Meal Plan 1,0,Room_Type 1,118,2018,6,6,Offline,0,0,0,110.0,0,Not_Canceled
13976,INN13977,1,0,0,2,Meal Plan 2,0,Room_Type 1,320,2018,8,18,Offline,0,0,0,90.0,0,Not_Canceled
32632,INN32633,2,0,0,1,Meal Plan 1,0,Room_Type 1,0,2018,9,27,Corporate,0,0,0,160.0,0,Not_Canceled
7846,INN07847,2,2,2,2,Meal Plan 1,1,Room_Type 6,192,2018,7,16,Online,0,0,0,176.95,1,Canceled
15430,INN15431,2,0,0,2,Meal Plan 1,0,Room_Type 1,29,2018,12,2,Corporate,0,0,0,85.0,0,Not_Canceled
20609,INN20610,1,0,0,3,Meal Plan 1,0,Room_Type 1,12,2017,8,5,Complementary,0,0,0,0.0,0,Not_Canceled
10738,INN10739,2,0,0,4,Meal Plan 1,0,Room_Type 1,24,2018,12,13,Online,0,0,0,68.07,0,Not_Canceled
12782,INN12783,2,0,0,3,Not Selected,0,Room_Type 1,18,2018,1,21,Online,0,0,0,77.0,1,Not_Canceled
12357,INN12358,2,0,1,1,Meal Plan 1,0,Room_Type 1,33,2017,10,19,Online,0,0,0,96.3,2,Not_Canceled
13498,INN13499,1,0,0,1,Meal Plan 1,0,Room_Type 1,1,2018,1,12,Corporate,1,0,5,66.0,0,Not_Canceled
15204,INN15205,2,0,1,2,Meal Plan 1,0,Room_Type 1,318,2018,9,16,Offline,0,0,0,80.75,0,Not_Canceled
194,INN00195,2,0,4,10,Meal Plan 1,0,Room_Type 4,147,2018,8,3,Online,0,0,0,118.88,1,Canceled
5963,INN05964,1,0,2,4,Meal Plan 1,0,Room_Type 1,16,2018,11,20,Corporate,0,0,0,79.75,0,Not_Canceled
16942,INN16943,2,0,2,5,Meal Plan 1,0,Room_Type 2,69,2017,12,29,Online,0,0,0,92.43,0,Not_Canceled
35400,INN35401,2,0,0,1,Meal Plan 1,0,Room_Type 1,5,2018,7,16,Online,0,0,0,151.0,0,Canceled
8370,INN08371,2,0,1,3,Meal Plan 2,0,Room_Type 4,9,2018,6,27,Online,0,0,0,194.0,2,Not_Canceled
13262,INN13263,2,0,0,1,Not Selected,0,Room_Type 1,80,2018,9,29,Online,0,0,0,125.1,1,Canceled
13682,INN13683,2,0,1,4,Meal Plan 1,0,Room_Type 1,275,2018,10,5,Offline,0,0,0,90.0,0,Canceled
21833,INN21834,2,0,0,3,Meal Plan 1,0,Room_Type 4,2,2018,5,26,Online,0,0,0,176.0,1,Not_Canceled
25421,INN25422,2,1,0,1,Meal Plan 1,0,Room_Type 1,0,2018,3,31,Online,0,0,0,138.0,0,Not_Canceled
21357,INN21358,1,0,2,6,Meal Plan 1,0,Room_Type 1,115,2018,2,27,Offline,0,0,0,64.75,0,Canceled
14013,INN14014,3,0,0,1,Meal Plan 1,0,Room_Type 1,80,2018,8,27,Online,0,0,0,99.1,1,Not_Canceled
23634,INN23635,2,0,0,2,Meal Plan 1,0,Room_Type 1,93,2018,3,4,Offline,0,0,0,60.0,1,Not_Canceled
10566,INN10567,2,2,0,2,Meal Plan 1,0,Room_Type 6,33,2018,3,18,Online,0,0,0,162.45,1,Not_Canceled
11041,INN11042,2,0,0,1,Meal Plan 1,0,Room_Type 1,162,2018,8,27,Online,0,0,0,96.3,0,Canceled
13741,INN13742,2,0,0,3,Meal Plan 1,0,Room_Type 1,117,2018,5,5,Online,0,0,0,105.3,0,Not_Canceled
13348,INN13349,2,0,1,1,Meal Plan 1,0,Room_Type 1,60,2017,9,21,Offline,0,0,0,65.0,0,Not_Canceled
10745,INN10746,1,0,0,1,Meal Plan 1,0,Room_Type 4,1,2018,9,22,Online,0,0,0,210.0,1,Not_Canceled
34686,INN34687,2,0,2,2,Meal Plan 1,0,Room_Type 1,48,2018,3,20,Online,0,0,0,93.5,2,Not_Canceled
33724,INN33725,2,0,2,5,Meal Plan 1,0,Room_Type 4,65,2018,4,14,Online,0,0,0,110.99,1,Canceled
24421,INN24422,2,0,1,2,Meal Plan 2,0,Room_Type 1,107,2018,11,4,Online,0,0,0,124.2,1,Canceled
32427,INN32428,2,0,0,2,Meal Plan 1,0,Room_Type 1,10,2018,3,18,Online,0,0,0,118.0,0,Canceled
30944,INN30945,2,0,0,2,Meal Plan 1,0,Room_Type 1,7,2018,12,9,Online,0,0,0,124.0,1,Not_Canceled
4587,INN04588,2,0,1,0,Not Selected,0,Room_Type 1,0,2018,5,29,Online,0,0,0,99.0,0,Not_Canceled
23120,INN23121,2,0,0,2,Meal Plan 1,0,Room_Type 1,0,2017,8,11,Complementary,0,0,0,0.0,0,Not_Canceled
23083,INN23084,2,0,1,1,Meal Plan 2,0,Room_Type 1,247,2018,6,6,Offline,0,0,0,115.0,0,Canceled
35951,INN35952,2,0,1,0,Not Selected,0,Room_Type 1,10,2018,4,17,Online,0,0,0,89.0,0,Canceled
36203,INN36204,2,0,0,3,Meal Plan 1,0,Room_Type 1,256,2018,6,28,Online,0,0,0,106.2,0,Canceled
7492,INN07493,2,0,0,4,Meal Plan 1,0,Room_Type 1,110,2018,9,6,Online,0,0,0,99.79,1,Not_Canceled
20840,INN20841,2,1,1,2,Meal Plan 1,0,Room_Type 1,57,2018,4,1,Online,0,0,0,108.9,1,Canceled
4586,INN04587,2,0,2,6,Not Selected,0,Room_Type 1,102,2018,7,8,Online,0,0,0,99.0,1,Not_Canceled
888,INN00889,2,0,2,2,Meal Plan 1,0,Room_Type 1,80,2018,3,25,Offline,0,0,0,74.8,1,Not_Canceled
32651,INN32652,1,0,1,1,Meal Plan 1,0,Room_Type 1,19,2018,11,7,Online,0,0,0,150.0,0,Canceled
24238,INN24239,2,0,1,0,Not Selected,0,Room_Type 1,22,2018,9,11,Online,0,0,0,89.0,1,Not_Canceled
28170,INN28171,2,0,0,3,Meal Plan 1,0,Room_Type 1,46,2018,12,8,Online,0,0,0,102.6,2,Not_Canceled
34466,INN34467,1,0,0,1,Meal Plan 1,0,Room_Type 1,8,2017,10,1,Online,0,0,0,92.4,0,Not_Canceled
6322,INN06323,3,0,0,3,Meal Plan 1,0,Room_Type 4,163,2018,10,26,Online,0,0,0,123.3,2,Canceled
30356,INN30357,2,0,0,1,Meal Plan 1,0,Room_Type 5,9,2017,9,5,Complementary,0,0,0,0.0,1,Not_Canceled
9056,INN09057,2,0,1,0,Meal Plan 1,0,Room_Type 1,18,2018,12,11,Offline,0,0,0,89.0,0,Not_Canceled
35795,INN35796,2,0,0,2,Meal Plan 1,0,Room_Type 1,24,2017,12,4,Offline,0,0,0,55.0,0,Not_Canceled
8239,INN08240,2,0,0,2,Meal Plan 1,0,Room_Type 4,16,2018,2,5,Online,0,0,0,82.8,0,Not_Canceled
670,INN00671,1,0,0,2,Meal Plan 2,0,Room_Type 1,265,2018,6,24,Offline,0,0,0,90.0,0,Not_Canceled
25894,INN25895,1,0,1,0,Meal Plan 1,0,Room_Type 1,5,2017,9,21,Online,0,0,0,145.0,0,Not_Canceled
9153,INN09154,2,2,1,3,Meal Plan 1,0,Room_Type 6,3,2018,2,29,Online,0,0,0,189.75,0,Not_Canceled
27111,INN27112,2,0,0,1,Meal Plan 1,0,Room_Type 1,44,2018,7,8,Corporate,1,2,5,75.0,0,Not_Canceled
12981,INN12982,2,0,0,1,Meal Plan 1,0,Room_Type 1,6,2018,4,15,Online,0,0,0,131.0,1,Not_Canceled
3758,INN03759,2,0,1,0,Meal Plan 1,0,Room_Type 1,5,2018,6,12,Online,0,0,0,131.0,0,Not_Canceled
22664,INN22665,2,0,0,1,Meal Plan 1,0,Room_Type 4,80,2018,7,1,Online,0,0,0,98.41,0,Canceled
1503,INN01504,2,0,1,1,Not Selected,0,Room_Type 1,52,2018,4,18,Online,0,0,0,85.5,0,Not_Canceled
12315,INN12316,2,0,0,1,Not Selected,0,Room_Type 1,50,2018,10,19,Online,0,0,0,108.0,1,Canceled
28889,INN28890,2,0,2,3,Meal Plan 1,0,Room_Type 1,167,2018,8,4,Offline,0,0,0,72.25,1,Not_Canceled
12211,INN12212,2,0,2,2,Meal Plan 1,0,Room_Type 4,33,2018,11,12,Offline,0,0,0,78.2,1,Not_Canceled
5425,INN05426,2,0,0,4,Meal Plan 1,0,Room_Type 4,78,2018,4,6,Online,0,0,0,108.45,1,Not_Canceled
8043,INN08044,2,0,2,2,Meal Plan 1,0,Room_Type 4,32,2017,12,27,Online,0,0,0,65.55,0,Not_Canceled
28128,INN28129,1,0,1,0,Meal Plan 1,0,Room_Type 1,5,2018,5,9,Complementary,1,0,1,0.0,1,Not_Canceled
24231,INN24232,2,0,2,2,Meal Plan 1,0,Room_Type 4,7,2018,3,25,Online,0,0,0,161.0,0,Canceled
28578,INN28579,2,0,1,2,Meal Plan 1,0,Room_Type 1,6,2017,8,17,Online,0,0,0,100.0,2,Not_Canceled
13825,INN13826,2,0,2,1,Meal Plan 1,0,Room_Type 6,19,2017,9,5,Online,0,0,0,165.0,1,Not_Canceled
10216,INN10217,2,0,0,2,Not Selected,0,Room_Type 1,49,2018,5,6,Offline,0,0,0,85.0,0,Not_Canceled
28935,INN28936,3,0,2,4,Meal Plan 1,0,Room_Type 4,31,2018,6,26,Online,0,0,0,112.14,3,Not_Canceled
33920,INN33921,2,0,2,3,Not Selected,0,Room_Type 1,92,2018,3,31,Online,0,0,0,76.5,1,Canceled
109,INN00110,2,0,2,1,Meal Plan 1,0,Room_Type 1,32,2017,9,5,Online,0,0,0,94.5,3,Not_Canceled
9021,INN09022,2,0,2,5,Meal Plan 1,0,Room_Type 4,59,2018,5,28,Online,0,0,0,96.99,1,Not_Canceled
14778,INN14779,2,0,0,4,Meal Plan 1,0,Room_Type 1,208,2017,12,29,Online,0,0,0,75.44,0,Canceled
12287,INN12288,1,0,2,2,Meal Plan 1,0,Room_Type 1,3,2018,1,30,Online,0,0,0,80.0,0,Not_Canceled
16547,INN16548,2,0,0,3,Meal Plan 1,0,Room_Type 1,103,2018,5,4,Offline,0,0,0,80.0,0,Not_Canceled
19519,INN19520,2,0,2,3,Meal Plan 1,0,Room_Type 4,147,2018,9,18,Online,0,0,0,143.1,2,Not_Canceled
18353,INN18354,2,0,1,2,Meal Plan 1,0,Room_Type 1,177,2018,10,14,Offline,0,0,0,80.75,0,Not_Canceled
10784,INN10785,2,0,0,4,Meal Plan 1,0,Room_Type 1,178,2018,10,26,Online,0,0,0,90.9,2,Not_Canceled
6398,INN06399,2,0,0,1,Not Selected,0,Room_Type 1,244,2018,9,29,Online,0,0,0,98.4,2,Canceled
5221,INN05222,1,0,3,7,Meal Plan 1,0,Room_Type 1,0,2017,11,30,Online,1,0,1,69.0,1,Not_Canceled
27352,INN27353,2,0,1,2,Meal Plan 1,0,Room_Type 4,23,2017,10,2,Online,0,0,0,142.0,0,Not_Canceled
17131,INN17132,3,0,1,3,Meal Plan 1,0,Room_Type 4,169,2018,8,11,Online,0,0,0,130.05,0,Canceled
14418,INN14419,2,2,0,4,Meal Plan 1,0,Room_Type 6,9,2018,5,11,Online,0,0,0,221.0,0,Canceled
4827,INN04828,2,0,0,1,Not Selected,0,Room_Type 1,9,2018,5,18,Online,0,0,0,129.0,0,Not_Canceled
18323,INN18324,1,0,0,2,Not Selected,0,Room_Type 1,74,2018,6,17,Online,0,0,0,116.1,0,Canceled
32735,INN32736,3,0,0,4,Meal Plan 1,0,Room_Type 4,29,2018,4,13,Online,0,0,0,143.18,1,Not_Canceled
29741,INN29742,2,0,0,4,Meal Plan 1,0,Room_Type 1,178,2018,8,3,Online,0,0,0,99.45,1,Not_Canceled
30277,INN30278,2,0,2,4,Meal Plan 1,0,Room_Type 1,169,2018,8,5,Online,0,0,0,99.45,1,Not_Canceled
34913,INN34914,2,0,0,2,Meal Plan 1,0,Room_Type 1,245,2018,6,17,Offline,0,0,0,75.0,0,Canceled
26320,INN26321,2,0,0,2,Meal Plan 1,0,Room_Type 1,38,2018,12,16,Complementary,0,0,0,0.0,0,Not_Canceled
35316,INN35317,3,0,0,3,Meal Plan 1,0,Room_Type 4,139,2018,2,11,Offline,0,0,0,93.0,2,Not_Canceled
32847,INN32848,2,0,1,3,Not Selected,0,Room_Type 1,147,2018,8,8,Online,0,0,0,97.75,0,Canceled
26436,INN26437,2,2,4,10,Meal Plan 1,1,Room_Type 7,120,2018,8,5,Online,0,0,0,220.0,1,Canceled
23036,INN23037,2,0,0,2,Meal Plan 2,0,Room_Type 1,69,2017,9,22,Offline,0,0,0,106.0,0,Not_Canceled
9062,INN09063,2,0,1,1,Not Selected,0,Room_Type 1,7,2018,10,17,Online,0,0,0,70.0,1,Not_Canceled
22761,INN22762,1,0,2,0,Meal Plan 1,0,Room_Type 1,2,2017,9,27,Corporate,0,0,0,65.0,0,Canceled
17282,INN17283,2,0,2,0,Not Selected,0,Room_Type 1,14,2018,3,13,Online,0,0,0,97.0,0,Not_Canceled
26514,INN26515,2,2,0,2,Meal Plan 1,0,Room_Type 6,21,2018,11,18,Online,0,0,0,174.0,1,Canceled
26250,INN26251,1,0,0,2,Meal Plan 1,0,Room_Type 1,0,2017,9,23,Online,0,0,0,158.0,2,Not_Canceled
18199,INN18200,2,1,2,1,Meal Plan 1,0,Room_Type 1,10,2018,9,18,Online,0,0,0,171.33,2,Not_Canceled
21523,INN21524,2,0,0,4,Meal Plan 1,0,Room_Type 1,92,2018,7,12,Online,0,0,0,89.85,2,Not_Canceled
16300,INN16301,2,0,0,1,Not Selected,0,Room_Type 1,1,2018,11,24,Online,0,0,0,65.6,0,Not_Canceled
8172,INN08173,2,0,2,1,Meal Plan 1,0,Room_Type 1,0,2018,4,16,Offline,0,0,0,98.0,0,Canceled
1036,INN01037,2,0,1,2,Not Selected,0,Room_Type 1,23,2018,2,12,Online,0,0,0,79.0,1,Canceled
22638,INN22639,2,0,2,1,Meal Plan 1,0,Room_Type 4,142,2018,5,22,Online,0,0,0,114.3,0,Not_Canceled
14700,INN14701,2,1,2,3,Meal Plan 2,0,Room_Type 1,39,2018,8,13,Online,0,0,0,203.85,2,Not_Canceled
